Node-Id,Node-Title,inDegreeCentrality-3-Twitter JSON all,inDegreeCentrality-3-Twitter JSON all-unscaled,
"LAT: 41.45610, LON: -70.60720","Vineyard Haven, MA",0,2,
"LAT: 33.75625, LON: -84.40270","Atlanta, GA",0,1,
"LAT: 16.08330, LON: -86.90000","LAT: 16.08330, LON: -86.90000",0,1,
"LAT: 16.09252, LON: -86.89164",Honduras,0,2,
"LAT: 33.46024, LON: -81.96232","Augusta, GA",0,1,
"LAT: 33.47597, LON: -81.97026","Augusta, GA",0,1,
"LAT: 34.10483, LON: -81.28613","South Carolina, USA",0,1,
"LAT: 38.94277, LON: -77.07787",WUSA9:Nerve Center,0,1,
"LAT: 38.74860, LON: -76.95580","Friendly, MD",0,1,
"LAT: 38.91640, LON: -77.01140","Washington, DC",0,1,
"LAT: 40.68972, LON: -73.96528","Brooklyn, NY",2.055e-06,5,
"LAT: 40.76250, LON: -73.97482","Manhattan, NY",0,1,
"LAT: 41.38330, LON: 2.18333","Barcelona, Spain",1.233e-06,3,
"LAT: 39.17936, LON: -76.67121","Severn, MD",0,1,
"LAT: 40.60639, LON: -74.04556","New York, USA",0,1,
"LAT: 34.05604, LON: -118.46425","Los Angeles, CA",0,1,
"LAT: 9.08000, LON: -79.68000",Panama,0,1,
"LAT: 61.49623, LON: 21.78104","Pori, Suomi",0,1,
"LAT: 38.99980, LON: -77.76047","Virginia, USA",0,1,
"LAT: 39.06419, LON: -77.63597","Virginia, USA",0,1,
"LAT: 39.13837, LON: -77.71569","Purcellville, VA",0,1,
"LAT: 41.83690, LON: -87.68440","Chicago, IL",0,2,
"LAT: 38.89298, LON: -77.00886","Washington, DC",0,1,
"LAT: 38.90394, LON: -77.00875","Washington, DC",0,2,
"LAT: 38.93641, LON: -77.03239","Washington, DC",0,2,
"LAT: 38.91374, LON: -77.03626","Washington, DC",0,1,
"LAT: 38.90220, LON: -77.06190","Washington, DC",0,1,
"LAT: 38.91217, LON: -77.03206","Washington, DC",0,1,
"LAT: 48.85670, LON: 2.35080","Paris, France",0,1,
"LAT: 41.29618, LON: -70.10507","Nantucket, MA",0,1,
"LAT: 41.28457, LON: -70.09764","Nantucket, MA",0,1,
"LAT: 48.86278, LON: 2.33411","Paris, France",0,1,
"LAT: 39.60499, LON: -76.75714","Maryland, USA",0,1,
"LAT: 39.38315, LON: -76.74675","Pikesville, MD",0,1,
"LAT: 47.69280, LON: -116.78000","Coeur d'Alene, ID",0,1,
"LAT: 38.36196, LON: -77.46348","Virginia, USA",0,1,
"LAT: 38.89049, LON: -77.07001","Arlington, VA",0,1,
"LAT: 53.56169, LON: 9.97393","Hamburg, Germany",0,1,
"LAT: 53.55000, LON: 10.00140","Hamburg, Germany",0,1,
"LAT: 52.24970, LON: 21.01220","Warsaw, Poland",0,2,
"LAT: 38.96470, LON: -76.74450","Bowie, MD",0,1,
"LAT: 26.27070, LON: -80.25920","Coral Springs, FL",0,1,
"LAT: 20.69577, LON: -87.02301","Solidaridad, Quintana Roo",1.233e-06,3,
"LAT: 38.87299, LON: -77.00754","Washington, DC",1.233e-06,3,
"LAT: 34.09282, LON: -118.37925","West Hollywood, CA",0,1,
"LAT: 37.79266, LON: -122.39351","San Francisco, CA",0,1,
"LAT: 56.33330, LON: -2.78333","Saint Andrews, Scotland",0,1,
"LAT: 56.34128, LON: -2.79648","Saint Andrews, Scotland",0,1,
"LAT: 56.34113, LON: -2.79488","Saint Andrews, Scotland",1.233e-06,3,
"LAT: 57.52680, LON: -3.92708","Cawdor, Scotland",0,2,
"LAT: 57.32400, LON: -4.44200","Urqhart Castle, Scotland",0,1,
"LAT: 57.11110, LON: -3.97472","Scotland, United Kingdom",0,1,
"LAT: 63.74972, LON: -20.23389",Iceland,0,1,
"LAT: 43.69920, LON: 7.26873","Nice, France",0,1,
"LAT: 38.91486, LON: -76.98143","Washington, DC",0,1,
"LAT: 26.30203, LON: -80.20131","Coconut Creek, FL",0,1,
"LAT: 38.54870, LON: -76.58870","Prince Frederick, MD",0,1,
"LAT: 38.97737, LON: -76.48672","Annapolis, MD",0,1,
"LAT: 59.35000, LON: 18.06670","Stockholm, Sweden",0,1,
"LAT: 30.39418, LON: -86.51178","Destin, FL",0,1,
"LAT: 30.39380, LON: -86.51113","Destin, FL",0,1,
"LAT: 30.39396, LON: -86.58548","Florida, USA",0,1,
"LAT: 39.02722, LON: -77.14471","Potomac, MD",0,1,
"LAT: 33.62885, LON: -111.89690","Scottsdale, AZ",0,2,
"LAT: 38.84699, LON: -77.04236","Arlington, VA",0,1,
"LAT: 34.16580, LON: -81.34730","Chapin, SC",0,1,
"LAT: 38.80604, LON: -77.03969","Alexandria, VA",0,1,
"LAT: 38.89411, LON: -77.02723","Washington, DC",0,1,
"LAT: 39.44979, LON: -77.73244","Maryland, USA",0,1,
"LAT: 38.89374, LON: -77.04299","Washington, DC",0,2,
"LAT: 41.31670, LON: -95.98330","Omaha, NE",0,1,
"LAT: 38.90964, LON: -77.02964","Washington, DC",0,1,
"LAT: 38.89872, LON: -77.02843","Washington, DC",0,1,
"LAT: 38.94662, LON: -77.39064","Reston, VA",0,1,
"LAT: 39.47433, LON: -77.73321","Maryland, USA",0,1,
"LAT: 39.03462, LON: -77.15036","Potomac, MD",0,1,
"LAT: 38.89201, LON: -76.99619","Washington, DC",0,1,
"LAT: 40.67920, LON: -73.58560","Roosevelt, NY",0,1,
"LAT: 43.02969, LON: -87.97234","Milwaukee, WI",0,1,
"LAT: 43.39061, LON: -1.66240","Saint-Jean-de-Luz, France",0,1,
"LAT: 38.90376, LON: -77.02478","Washington, DC",0,1,
"LAT: 40.67611, LON: -73.95615","Brooklyn, NY",0,1,
"LAT: 38.88329, LON: -77.26334","Vienna, VA",0,1,
"LAT: 38.88984, LON: -77.01546","Washington, DC",0,1,
"LAT: 38.88476, LON: -77.02919","Washington, DC",0,2,
"LAT: 40.75848, LON: -73.98196","Manhattan, NY",1.644e-06,4,
"LAT: 37.54154, LON: -77.43571","Richmond, VA",0,1,
"LAT: 37.56688, LON: -77.51022","Richmond, VA",1.233e-06,3,
"LAT: 37.61086, LON: -77.51598","Dumbarton, VA",0,1,
"LAT: 38.42190, LON: -77.40830","Stafford, VA",0,1,
"LAT: 35.25647, LON: -80.98465","Charlotte, NC",2.466e-06,6,
"LAT: 35.22694, LON: -80.84333","Charlotte, NC",1.233e-06,3,
"LAT: 35.22170, LON: -80.81882","Charlotte, NC",0,1,
"LAT: 37.33182, LON: -122.03118","Cupertino, CA",0,1,
"LAT: 42.52066, LON: -70.89175","Salem, MA",1.233e-06,3,
"LAT: 35.57990, LON: -82.55580","Asheville, NC",0,1,
"LAT: 38.91458, LON: -77.03155","Washington, DC",1.644e-06,4,
"LAT: 39.79607, LON: -104.99119","North Washington, CO",0,1,
"LAT: 38.90990, LON: -77.03337","Washington, DC",0,1,
"LAT: 38.91739, LON: -77.02898","Washington, DC",0,1,
"LAT: 23.13190, LON: -82.36420",Cuba,0,1,
"LAT: 40.76722, LON: -73.98645","Manhattan, NY",0,1,
"LAT: 25.81300, LON: -80.13410","Miami Beach, FL",1.233e-06,3,
"LAT: 38.95690, LON: -76.95140","Hyattsville, MD",0,1,
"LAT: 40.80903, LON: -73.94837","Manhattan, NY",1.644e-06,4,
"LAT: 38.99217, LON: -77.56373","Virginia, USA",0,1,
"LAT: 38.89291, LON: -77.05077","Washington, DC",0,1,
"LAT: 38.89667, LON: -77.07250","Arlington, VA",0,1,
"LAT: 38.91673, LON: -77.03130","Washington, DC",0,1,
"LAT: 38.94880, LON: -77.03270","Washington, DC",0,1,
"LAT: 31.14093, LON: -97.76235","Fort Hood, TX",0,1,
"LAT: 39.00420, LON: -77.01900","Silver Spring, MD",0,2,
"LAT: 38.90848, LON: -77.03148","Washington, DC",0,2,
"LAT: 29.97280, LON: -90.05900","New Orleans, LA",0,1,
"LAT: 40.66271, LON: -73.97179","Brooklyn, NY",0,1,
"LAT: 40.72652, LON: -74.00545","Manhattan, NY",0,1,
"LAT: 33.93366, LON: -118.39681","Los Angeles, CA",0,1,
"LAT: 38.88955, LON: -76.97175","Washington, DC",1.644e-06,4,
"LAT: 38.92708, LON: -77.23116","Tysons Corner, VA",0,1,
"LAT: 38.90030, LON: -77.02750","Washington, DC",0,1,
"LAT: 37.27102, LON: -76.71152","Williamsburg, VA",0,1,
"LAT: 38.89137, LON: -77.02993","Washington, DC",0,1,
"LAT: -8.00000, LON: -78.00000","Cachicadan, Peru",0,1,
"LAT: 40.80309, LON: -73.94893","Manhattan, NY",0,1,
"LAT: 40.75998, LON: -73.97313","Manhattan, NY",0,1,
"LAT: 39.60864, LON: -104.89821","Greenwood Village, CO",0,1,
"LAT: 40.76175, LON: -73.97779","Manhattan, NY",0,1,
"LAT: 38.89043, LON: -77.06971","Arlington, VA",0,1,
"LAT: 38.89584, LON: -77.03069","Washington, DC",0,1,
"LAT: 38.78171, LON: -77.01739","Fort Washington, MD",0,1,
"LAT: 38.71140, LON: -9.13385","Lisbon, Portugal",0,1,
"LAT: 38.79420, LON: -9.42064","Sintra, Portugal",0,1,
"LAT: 38.70000, LON: -7.96667","Évora, Portugal",1.233e-06,3,
"LAT: 38.60162, LON: -7.88821","Évora, Portugal",0,1,
"LAT: 38.70527, LON: -7.79186","Évora, Portugal",0,1,
"LAT: 39.44209, LON: -76.80722","Reisterstown, MD",0,1,
"LAT: 37.54446, LON: -77.43687","Richmond, VA",0,2,
"LAT: 34.72111, LON: -116.16000","California, USA",0,1,
"LAT: 38.90709, LON: -77.07659","Washington, DC",0,1,
"LAT: 40.78694, LON: -73.97528","Manhattan, NY",1.233e-06,3,
"LAT: 37.88958, LON: 126.74011","Paju-si, Republic of Korea",0,1,
"LAT: 39.31480, LON: -77.10348","Maryland, USA",0,1,
"LAT: 39.08570, LON: -77.15125","Rockville, MD",0,2,
"LAT: 38.92397, LON: -77.01925","Washington, DC",0,1,
"LAT: 39.33075, LON: -76.63282","Baltimore, MD",0,2,
"LAT: 38.90960, LON: -77.04340","Washington, DC",0,1,
"LAT: 39.99800, LON: -75.14480","Philadelphia, PA",0,1,
"LAT: 38.88687, LON: -77.03796","Washington, DC",0,1,
"LAT: 43.55115, LON: 7.01950","Cannes, France",0,1,
"LAT: 38.89768, LON: -77.03655","Washington, DC",0,1,
"LAT: 33.89104, LON: -118.30908","Gardena, CA",0,1,
"LAT: 38.57250, LON: -7.90722","Évora, Portugal",0,1,
"LAT: 38.71230, LON: -9.14241","Lisbon, Portugal",0,1,
"LAT: 35.20573, LON: -80.86293","Charlotte, NC",0,1,
"LAT: 35.20027, LON: -80.84175","Charlotte, NC",0,2,
"LAT: 38.90848, LON: -76.99748","Washington, DC",2.055e-06,5,
"LAT: 25.78973, LON: -80.26928","Miami, FL",0,1,
"LAT: 25.79067, LON: -80.18847","Miami, FL",0,2,
"LAT: 25.76447, LON: -80.19416","Miami, FL",0,1,
"LAT: 39.39210, LON: -101.04800","Colby, KS",0,1,
"LAT: 39.75386, LON: -104.99539","Denver, CO",0,1,
"LAT: 43.70058, LON: -72.28954","Hanover, NH",0,1,
"LAT: 38.89575, LON: -77.02152","Washington, DC",0,1,
"LAT: 38.88164, LON: -77.49251","Virginia, USA",0,1,
"LAT: 38.99434, LON: -77.02679","Silver Spring, MD",0,1,
"LAT: 25.97043, LON: -81.08115","Florida, USA",0,1,
"LAT: 42.34650, LON: -71.09720","Boston, MA",0,1,
"LAT: 38.89856, LON: -76.91710","Washington, DC",0,1,
"LAT: 34.04172, LON: -118.25675","Los Angeles, CA",0,1,
"LAT: 34.04206, LON: -118.25697","Los Angeles, CA",0,1,
"LAT: 34.04193, LON: -118.25692","Los Angeles, CA",0,1,
"LAT: 36.10455, LON: -79.93582","Greensboro, NC",0,1,
"LAT: 52.44960, LON: 176.80780","LAT: 52.44960, LON: 176.80780",0,1,
"LAT: 38.99062, LON: -77.10259","Bethesda, MD",0,1,
"LAT: 38.89771, LON: -77.02440","Washington, DC",0,1,
"LAT: 40.70683, LON: -74.01103","Manhattan, NY",0,1,
"LAT: 36.09213, LON: -115.17573","Paradise, NV",0,1,
"LAT: 39.27777, LON: -76.62266","Baltimore, MD",0,1,
"LAT: 38.90618, LON: -77.06491","Washington, DC",0,1,
"LAT: 14.90390, LON: -94.04650","LAT: 14.90390, LON: -94.04650",0,1,
"LAT: 34.23537, LON: -96.67913","Tishomingo, OK",0,1,
"LAT: 40.73277, LON: -74.00005","Manhattan, NY",0,1,
"LAT: 38.85389, LON: -77.35894","Fair Oaks, VA",0,1,
"LAT: 39.12301, LON: -77.55456","Leesburg, VA",0,1,
"LAT: 40.81453, LON: -73.94085","Manhattan, NY",2.877e-06,7,
"LAT: 38.88950, LON: -77.01280",National Statuary Hall,0,1,
"LAT: 38.94800, LON: -76.87190","Lanham, MD",0,1,
"LAT: 39.09000, LON: -77.64000","Virginia, USA",0,1,
"LAT: 38.89056, LON: -77.00444","Washington, DC",0,2,
"LAT: 34.04207, LON: -118.25693","Los Angeles, CA",0,1,
"LAT: 38.90629, LON: -77.04026","Washington, DC",0,1,
"LAT: 40.69073, LON: -73.99117","Brooklyn, NY",0,2,
"LAT: 29.76290, LON: -95.38320","Houston, TX",1.644e-06,4,
"LAT: 36.15120, LON: -86.79816","Nashville, TN",0,1,
"LAT: 38.87117, LON: -78.20459","Virginia, USA",0,1,
"LAT: 40.73361, LON: -74.00167","Manhattan, NY",0,1,
"LAT: 40.77151, LON: -73.98216","Manhattan, NY",0,1,
"LAT: 39.32250, LON: -77.72778","Maryland, USA",0,1,
"LAT: 29.73750, LON: -95.39611","Houston, TX",0,1,
"LAT: 30.25606, LON: -97.72236","Austin, TX",0,1,
"LAT: 37.98160, LON: 144.66930","LAT: 37.98160, LON: 144.66930",0,1,
"LAT: 41.89136, LON: -87.60791","Chicago, IL",0,2,
"LAT: 38.57067, LON: -78.28042","Virginia, USA",0,2,
"LAT: 23.81244, LON: 90.40928","Dhaka, Bangladesh",0,1,
"LAT: 39.29740, LON: -76.59240","Baltimore, MD",0,1,
"LAT: 38.90823, LON: -77.03054","Washington, DC",0,1,
"LAT: 32.74488, LON: -117.16037","San Diego, CA",0,1,
"LAT: 32.74473, LON: -117.16025","San Diego, CA",0,1,
"LAT: 38.89593, LON: -77.02216","Washington, DC",0,1,
"LAT: 38.91640, LON: -77.04140","Washington, DC",0,1,
"LAT: 38.89733, LON: -77.03548","Washington, DC",0,1,
"LAT: 43.65224, LON: -79.38308","Toronto, Ontario",0,1,
"LAT: 42.07055, LON: -87.69335","Evanston, IL",0,1,
"LAT: 25.79254, LON: -80.14930","Florida, USA",0,1,
"LAT: 41.89958, LON: 12.47467","Rome, Lazio",0,1,
"LAT: 40.76247, LON: -73.97485","Manhattan, NY",0,1,
"LAT: 38.90059, LON: -77.00777","Washington, DC",1.233e-06,3,
"LAT: 38.62589, LON: -90.19131","St Louis, MO",0,1,
"LAT: 40.56980, LON: -74.60770","Somerville, NJ",0,1,
"LAT: 40.76245, LON: -73.97403","Manhattan, NY",0,2,
"LAT: 38.99772, LON: -76.58675","Parole, MD",0,2,
"LAT: 16.77310, LON: -94.89510","Asunción Ixtaltepec, Oaxaca",0,1,
"LAT: 35.20845, LON: -80.86263","Charlotte, NC",0,1,
"LAT: 38.91905, LON: -77.01704","Washington, DC",1.233e-06,3,
"LAT: 39.76569, LON: -104.97728","Denver, CO",0,1,
"LAT: 38.90022, LON: -76.98961","Washington, DC",0,2,
"LAT: 50.08330, LON: 14.41670","Prague, Czech Republic",0,1,
"LAT: 52.51861, LON: 13.37611","Berlin, Germany",0,1,
"LAT: 52.50721, LON: 13.38437","Berlin, Germany",0,1,
"LAT: 38.88902, LON: -77.03311","Washington, DC",0,1,
"LAT: 39.28443, LON: -76.60561","Baltimore, MD",0,1,
"LAT: 19.41250, LON: -99.16940","Cuauhtémoc, Distrito Federal",0,1,
"LAT: 30.27130, LON: -97.75550","Austin, TX",0,1,
"LAT: 30.13167, LON: -98.01336","Texas, USA",0,1,
"LAT: 30.23254, LON: -97.99941","Texas, USA",0,1,
"LAT: 29.70163, LON: -95.57151","Houston, TX",0,1,
"LAT: 29.75713, LON: -95.35549","Houston, TX",0,1,
"LAT: 43.75000, LON: -87.72500","Sheboygan, WI",0,1,
"LAT: 19.48492, LON: -99.11786","Gustavo A. Madero, Distrito Federal",0,1,
"LAT: 34.09762, LON: -118.32902","Los Angeles, CA",0,1,
"LAT: 38.81080, LON: -76.86690","Andrews Air Force Base, MD",0,1,
"LAT: 34.14469, LON: -118.39101","Los Angeles, CA",0,2,
"LAT: 39.37902, LON: -77.27825","Maryland, USA",0,1,
"LAT: 34.07306, LON: -118.39944","Beverly Hills, CA",0,2,
"LAT: 33.12810, LON: 35.78560",Syria,0,1,
"LAT: 18.33330, LON: -64.83330","Virgin Islands, USA",0,1,
"LAT: 38.88972, LON: -77.00889","Washington, DC",0,1,
"LAT: 44.34775, LON: -71.19062","New Hampshire, USA",0,1,
"LAT: 38.88030, LON: -77.10830","Arlington, VA",0,1,
"LAT: 26.07213, LON: -80.14343","Dania Beach, FL",0,1,
"LAT: 38.87894, LON: -76.94987","Washington, DC",0,1,
"LAT: 18.58380, LON: -98.39930","Izúcar de Matamoros, Puebla",0,1,
"LAT: 40.75637, LON: -73.96766","Manhattan, NY",0,1,
"LAT: 40.76490, LON: -73.97870","Manhattan, NY",0,1,
"LAT: 40.66188, LON: -73.94556","Brooklyn, NY",0,1,
"LAT: 26.15290, LON: -81.79850","Naples, FL",0,2,
"LAT: 25.94056, LON: -81.71472","Marco Island, FL",0,1,
"LAT: 40.77274, LON: -73.97222","Manhattan, NY",0,1,
"LAT: 38.89816, LON: -77.02109","Washington, DC",0,1,
"LAT: 39.16225, LON: -76.72562","Severn, MD",0,1,
"LAT: 38.88820, LON: -77.00890","Washington, DC",0,1,
"LAT: 35.21017, LON: -80.85993","Charlotte, NC",0,1,
"LAT: 37.57787, LON: -77.54397","Tuckahoe, VA",0,1,
"LAT: 33.64075, LON: -84.43937","College Park, GA",0,1,
"LAT: 32.08110, LON: -81.09110","Savannah, GA",0,1,
"LAT: 32.07612, LON: -81.09325","Savannah, GA",0,1,
"LAT: 36.16187, LON: -86.77432","Nashville, TN",0,1,
"LAT: 36.15850, LON: -86.76782","Nashville, TN",0,1,
"LAT: 38.89678, LON: -77.02240","Washington, DC",0,1,
"LAT: 26.34824, LON: -80.14125","Boca Raton, FL",0,2,
"LAT: 38.90551, LON: -77.05070","Washington, DC",0,1,
"LAT: 33.64076, LON: -84.44280","College Park, GA",0,2,
"LAT: 32.07922, LON: -81.09290","Savannah, GA",0,1,
"LAT: 33.51472, LON: -111.96161","Phoenix, AZ",0,1,
"LAT: 36.25947, LON: -112.69765","Arizona, USA",0,2,
"LAT: 36.23649, LON: -112.68859","Arizona, USA",0,1,
"LAT: 38.23719, LON: -122.44735","California, USA",0,1,
"LAT: 37.76201, LON: -122.43469","San Francisco, CA",0,1,
"LAT: 37.80318, LON: -122.41458","San Francisco, CA",0,1,
"LAT: 38.87111, LON: -77.05583","Arlington, VA",0,2,
"LAT: 15.02860, LON: -93.80700","LAT: 15.02860, LON: -93.80700",0,1,
"LAT: 38.88021, LON: -77.00977","Washington, DC",0,1,
"LAT: 40.69264, LON: -73.99054","Brooklyn, NY",0,1,
"LAT: 38.93029, LON: -77.07128",Washington National Cathedral,0,1,
"LAT: 26.13580, LON: -80.14180","Fort Lauderdale, FL",0,1,
"LAT: 30.27970, LON: -81.67273","Southside, FL",0,1,
"LAT: 27.90000, LON: -82.74000","Largo, FL",0,1,
"LAT: 32.67167, LON: -117.24083","San Diego, CA",0,1,
"LAT: 41.01860, LON: 28.96470","İstanbul, Türkiye",0,1,
"LAT: 38.84895, LON: -77.05195","Arlington, VA",0,1,
"LAT: 26.10968, LON: -80.10601","Fort Lauderdale, FL",0,1,
"LAT: 25.99163, LON: -80.11770","Hollywood, FL",0,1,
"LAT: 38.89740, LON: -77.03740","Washington, DC",0,1,
"LAT: 27.77060, LON: -82.67940","St Petersburg, FL",0,1,
"LAT: 36.02540, LON: -75.67010","Kill Devil Hills, NC",0,1,
"LAT: 28.45372, LON: -81.43921","Orlando, FL",0,1,
"LAT: 26.68490, LON: -80.33827","Florida, USA",0,1,
"LAT: 27.39483, LON: -80.43698","Florida, USA",0,1,
"LAT: 25.86101, LON: -81.41565","Florida, USA",0,1,
"LAT: 29.79080, LON: -95.62360","Houston, TX",0,1,
"LAT: 33.42583, LON: -79.12500","Pawleys Island, SC",0,1,
"LAT: 28.03100, LON: -97.05000","Rockport, TX",0,1,
"LAT: 50.04097, LON: 8.56392","Frankfurt on the Main, Germany",0,1,
"LAT: 31.62904, LON: -7.98357","Marrakesh Medina, Morocco",2.466e-06,6,
"LAT: 31.62644, LON: -7.98758","Marrakesh Medina, Morocco",0,1,
"LAT: 31.62034, LON: -7.98230","Marrakesh Medina, Morocco",0,1,
"LAT: 31.63230, LON: -7.98865","Marrakesh Medina, Morocco",0,1,
"LAT: 31.63330, LON: -8.00000","Gueliz, Royaume du Maroc",0,2,
"LAT: 33.36417, LON: -7.58167","Nouaceur, Royaume du Maroc",0,1,
"LAT: 35.76670, LON: -5.80000","Charf-Mghogha, Royaume du Maroc",0,1,
"LAT: 35.97167, LON: -5.48583","LAT: 35.97167, LON: -5.48583",0,1,
"LAT: 37.38389, LON: -5.99139","Seville, Spain",0,2,
"LAT: 37.37720, LON: -5.98694","Seville, Spain",0,2,
"LAT: 39.09389, LON: -0.46386","Carcaixent, España",0,2,
"LAT: 35.19763, LON: -80.85261","Charlotte, NC",0,1,
"LAT: 36.08620, LON: -115.01722","Whitney, NV",0,1,
"LAT: 41.38053, LON: 2.12205","Barcelona, Spain",0,1,
"LAT: 41.38389, LON: 2.17639","Barcelona, Spain",0,1,
"LAT: 40.41136, LON: -3.70842","Madrid, Spain",0,1,
"LAT: 40.41542, LON: -3.70729","Madrid, Spain",0,1,
"LAT: 36.18694, LON: -109.57361","Arizona, USA",0,1,
"LAT: 37.23972, LON: -93.39647","Missouri, USA",0,1,
"LAT: 39.43949, LON: -76.23794","Perryman, MD",0,1,
"LAT: 25.79460, LON: -80.14019","Miami Beach, FL",0,1,
"LAT: 27.88134, LON: -97.31845","Portland, TX",0,1,
"LAT: 38.88120, LON: -77.01640","Washington, DC",0,1,
"LAT: 52.63330, LON: -1.13333","Leicester, England",0,1,
"LAT: 32.71530, LON: -117.15600","San Diego, CA",0,1,
"LAT: 37.25022, LON: -93.25689","Missouri, USA",0,1,
"LAT: 38.83291, LON: -77.45055","Centreville, VA",0,1,
"LAT: 40.74917, LON: -73.84667","Queens, NY",0,1,
"LAT: 38.90786, LON: -76.85684","Summerfield, MD",0,1,
"LAT: 30.04920, LON: -95.18430","Houston, TX",0,1,
"LAT: 38.94632, LON: -77.44659","Virginia, USA",0,1,
"LAT: 38.90049, LON: -77.02542","Washington, DC",0,2,
"LAT: 38.89557, LON: -77.00985","Washington, DC",2.466e-06,6,
"LAT: 37.38694, LON: -5.99398","Seville, Spain",0,1,
"LAT: 37.38717, LON: -5.98761","Seville, Spain",0,1,
"LAT: 36.83330, LON: -2.45000","Almería, Spain",0,1,
"LAT: 30.48038, LON: -94.12620","Texas, USA",0,1,
"LAT: 30.83685, LON: -93.39167","Louisiana, USA",0,1,
"LAT: 30.10667, LON: -95.42534","Spring, TX",0,1,
"LAT: 29.37149, LON: -94.69080","Texas, USA",0,1,
"LAT: 29.91494, LON: -94.65115","Texas, USA",0,1,
"LAT: 40.70481, LON: -73.99575","New York, USA",0,1,
"LAT: 38.89353, LON: -77.04447","Washington, DC",0,1,
"LAT: 29.73239, LON: -95.48340","Houston, TX",0,1,
"LAT: 29.41670, LON: -98.50000","San Antonio, TX",0,1,
"LAT: 38.92169, LON: -77.04235","Washington, DC",0,2,
"LAT: 38.89705, LON: -77.03148","Washington, DC",0,1,
"LAT: 34.01367, LON: -118.28649","Los Angeles, CA",0,1,
"LAT: 41.88063, LON: -87.67398","Chicago, IL",0,1,
"LAT: 27.84857, LON: -97.58420","Corpus Christi, TX",0,1,
"LAT: 38.73179, LON: -75.07867","Henlopen Acres, DE",0,1,
"LAT: 45.50850, LON: -122.64900","Portland, OR",0,1,
"LAT: 42.00380, LON: -122.91000","Oregon, USA",0,1,
"LAT: 47.86140, LON: -123.92500","Washington, USA",0,2,
"LAT: 47.65075, LON: -122.34963","Seattle, WA",0,1,
"LAT: 47.60640, LON: -122.33100","Seattle, WA",0,1,
"LAT: 47.59503, LON: -122.33184","Seattle, WA",0,1,
"LAT: 48.06830, LON: -123.91500","Washington, USA",0,1,
"LAT: 48.07017, LON: -123.91683","Washington, USA",0,1,
"LAT: 48.12097, LON: -123.43916","Port Angeles, WA",0,1,
"LAT: 48.10505, LON: -123.39789","Port Angeles, WA",0,1,
"LAT: 31.25647, LON: -94.61389","Texas, USA",0,1,
"LAT: 64.30952, LON: -20.30189",Iceland,0,1,
"LAT: 38.93730, LON: -77.08886","Washington, DC",0,1,
"LAT: 41.51000, LON: -71.17170","Rhode Island, USA",0,1,
"LAT: 41.46395, LON: -71.36091","Rhode Island, USA",0,1,
"LAT: 39.45285, LON: -0.34715","Valencia, Spain",0,1,
"LAT: 41.25000, LON: 0.93333","Cornudella de Montsant, España",1.644e-06,4,
"LAT: 41.36933, LON: 2.17453","Barcelona, Spain",0,1,
"LAT: 41.37913, LON: 2.17478","Barcelona, Spain",0,1,
"LAT: 41.39415, LON: 2.14994","Barcelona, Spain",0,1,
"LAT: 41.38256, LON: 2.17580","Barcelona, Spain",0,1,
"LAT: 41.39170, LON: 2.16496","Barcelona, Spain",0,1,
"LAT: 41.39919, LON: 2.16269","Barcelona, Spain",0,1,
"LAT: 41.40384, LON: 2.17478","Barcelona, Spain",0,1,
"LAT: 41.29817, LON: 2.08348","el Prat de Llobregat, Espanya",0,1,
"LAT: 38.93839, LON: -77.08679","Washington, DC",6.165e-06,15,
"LAT: 41.60000, LON: -72.70000","Middletown, CT",0,1,
"LAT: 38.97073, LON: -76.48902","Annapolis, MD",0,1,
"LAT: 25.80311, LON: -80.33474","Doral, FL",0,2,
"LAT: 32.79081, LON: -79.92539","South Carolina, USA",0,1,
"LAT: 32.77810, LON: -79.92519","South Carolina, USA",0,1,
"LAT: 38.89467, LON: -77.01562","Washington, DC",0,1,
"LAT: 40.72628, LON: -73.98158","Manhattan, NY",0,1,
"LAT: 33.19833, LON: -79.43778","South Carolina, USA",0,2,
"LAT: 38.96235, LON: -77.10342","Bethesda, MD",0,1,
"LAT: 38.90405, LON: -76.88857","Summerfield, MD",0,1,
"LAT: 38.87641, LON: -76.77475","Maryland, USA",0,2,
"LAT: 45.22280, LON: -96.67170","South Dakota, USA",0,1,
"LAT: 42.83470, LON: -106.32500","Casper, WY",0,1,
"LAT: 42.84855, LON: -106.32675","Casper, WY",0,1,
"LAT: 45.88920, LON: -123.96100","Oregon, USA",0,1,
"LAT: 45.27667, LON: -123.01167","Dundee, OR",0,1,
"LAT: 38.92500, LON: -77.03000","Washington, DC",1.233e-06,3,
"LAT: 38.92667, LON: -77.03665","Washington, DC",0,1,
"LAT: 38.93639, LON: -77.21002","McLean, VA",0,1,
"LAT: 39.96155, LON: -75.17502","Philadelphia, PA",0,1,
"LAT: 39.27303, LON: -74.57735","Ocean City, NJ",0,1,
"LAT: 39.26540, LON: -74.59380","Ocean City, NJ",0,1,
"LAT: 39.00000, LON: -76.60000","Maryland, USA",0,1,
"LAT: 36.95764, LON: -87.63688","Kentucky, USA",0,1,
"LAT: 41.38059, LON: 2.17352","Barcelona, Spain",0,1,
"LAT: 41.04424, LON: -71.95039","Montauk, NY",0,1,
"LAT: 40.88507, LON: -72.38910","Southampton, NY",0,1,
