Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all,attribute-Tweets-Sent-Count-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all-unscaled,kcore-1-Twitter JSON all,kcore-1-Twitter JSON all-unscaled,totalDegreeCentrality-1-Twitter JSON all,totalDegreeCentrality-1-Twitter JSON all-unscaled,twitter-actualInfluencer-1-Twitter JSON all,twitter-actualInfluencer-1-Twitter JSON all-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all,twitter-averageMentionsPerTweet-1-Twitter JSON all-unscaled,twitter-mostMentioned-1-Twitter JSON all,twitter-mostMentioned-1-Twitter JSON all-unscaled,twitter-numberOfFollowers-1-Twitter JSON all,twitter-numberOfFollowers-1-Twitter JSON all-unscaled,twitter-potentialConnectors-1-Twitter JSON all,twitter-potentialConnectors-1-Twitter JSON all-unscaled,twitter-potentialReach-1-Twitter JSON all,twitter-potentialReach-1-Twitter JSON all-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all,twitter-totalMentionsDegree-1-Twitter JSON all-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all,twitter-totalMentionsKcore-1-Twitter JSON all-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all-unscaled,twitter-trustedSource-1-Twitter JSON all,twitter-trustedSource-1-Twitter JSON all-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all,twitter-wantsToBeInfluencer-1-Twitter JSON all-unscaled,weakComponentMembers-5-Twitter JSON all,weakComponentMembers-3-Twitter JSON all,weakComponentMembers-4-Twitter JSON all,weakComponentMembers-2-Twitter JSON all,
49620730,AliABCNews,1,545,4.915e-05,128,0.006,14,6.631e-05,84,0.012,13290729,0.101,0.235,0.031,72,0.010,21136,7.198e-05,162057856,8.011e-05,180354400,0.022,20,6.678e-05,513,0.011,25,0.001,0.011,25,0.027,63,0.016,36,1,1,1,1,
27058591,AndrewBeatty,0,906,7.180e-05,187,0.006,15,1.263e-04,160,0.018,19841244,0.089,0.206,0.047,108,0.013,27333,1.095e-04,246620512,9.656e-05,217392880,0.034,32,1.041e-04,800,0.012,28,0.002,0.015,35,0.040,92,0.018,41,1,1,1,1,
19576571,JaredRizzi,0,5568,7.296e-04,1900,0.008,18,6.781e-04,859,0.042,45129144,0.147,0.341,0.048,112,0.006,13526,2.107e-04,474262208,1.119e-04,251903168,0.244,227,5.094e-04,3913,0.012,28,0.003,0.032,75,0.034,78,0.086,199,1,1,1,1,
23578274,kyledcheney,0,801,3.302e-05,86,0.006,15,6.236e-05,79,0.027,28806292,0.046,0.107,0.091,211,0.009,20049,7.921e-05,178335872,9.495e-05,213775632,0.020,19,1.474e-04,1132,0.012,28,0.003,0.010,24,0.082,191,0.008,18,1,1,1,1,
154909422,eliseviebeck,0,281,6.451e-05,168,0.005,11,2.921e-05,37,0.006,6823033,0.258,0.598,0.016,38,0.005,11455,6.715e-05,151176544,8.614e-05,193936736,0.008,7,3.749e-05,288,0.009,22,5.212e-04,0.005,12,0.007,16,0.006,14,52,1,1,1,
70511174,Hadas_Gold,0,1567,1.594e-04,415,0.008,18,1.626e-04,206,0.048,51705736,0.114,0.265,0.123,286,0.021,45042,1.903e-04,428391072,9.875e-05,222317216,0.282,262,2.731e-04,2098,0.012,28,0.004,0.032,73,0.108,249,0.054,124,1,1,1,1,
235664740,gbrockell,0,1308,8.409e-05,219,0.003,6,3.631e-05,46,0.006,6400196,0.072,0.167,0.009,20,0.001,2341,3.350e-05,75429776,8.892e-05,200195504,0.001,1,5.702e-05,438,0.004,9,2.715e-04,0.005,11,0.006,14,0.030,70,1,1,1,1,
12577632,ElizabethPrann,0,69,1.229e-05,32,0.001,3,7.894e-06,10,6.485e-04,702959,0.200,0.464,0.003,8,0.010,21315,1.361e-05,30644064,1.424e-05,32066856,0,0,7.681e-06,59,0.003,6,3.284e-04,0.002,4,4.318e-04,1,0.003,6,1,1,1,1,
21010253,LelandVittert,0,52,6.144e-06,16,0.001,3,4.736e-06,6,6.598e-04,715230,0.133,0.308,0.004,10,0.005,11465,9.044e-06,20362118,2.764e-05,62221176,0,0,5.598e-06,43,0.003,6,2.067e-04,0.001,3,4.318e-04,1,0.002,4,1,1,1,1,
195550861,smeghaniAP,0,120,1.344e-05,35,0.001,3,7.894e-06,10,2.751e-04,298264,0.126,0.292,0.002,5,3.033e-04,660,3.880e-06,8734548,3.033e-05,68292200,0,0,1.041e-05,80,0.002,4,1.814e-04,0.001,3,0.002,5,0.008,18,53,1,1,1,
21212087,Olivianuzzi,0,980,5.337e-05,139,0.007,16,5.683e-05,72,0.024,25926208,0.061,0.142,0.056,130,0.062,135833,1.786e-04,401993280,1.013e-04,228051312,0.046,43,8.136e-05,625,0.012,28,0.001,0.009,22,0.048,112,0.006,15,54,1,1,1,
351465905,BBCLindle,0,2,0,0,0,0,0,0,0,491,0,0,0,0,2.256e-04,491,0,0,0,0,0,0,0,0,0,0,7.896e-05,0,0,0,0,0,0,55,6,39,11,
25112718,SerenaMarsh,0,903,1.052e-04,274,0.002,5,2.684e-05,34,0.002,2400542,0.131,0.303,0.006,15,0.002,4455,7.397e-05,166526720,7.081e-05,159425024,0.002,2,7.134e-05,548,0.004,10,2.665e-04,0.003,8,0.005,11,0.023,53,1,1,1,1,
78397856,JordynPhelps,0,41,6.528e-06,17,0.002,4,6.315e-06,8,0.001,1543221,0.179,0.415,0.008,18,0.002,3738,2.377e-05,53508616,5.189e-05,116835136,0.002,2,8.462e-06,65,0.004,10,2.647e-04,0.002,4,0.002,5,0.002,5,56,1,1,1,
15931637,jonkarl,0,434,6.182e-05,161,0.006,15,9.393e-05,119,0.057,61658892,0.160,0.371,0.085,198,0.084,183370,1.839e-04,413948992,1.152e-04,259360560,0.033,31,1.534e-04,1178,0.012,28,0.004,0.014,33,0.066,154,0.013,31,1,1,1,1,
211330724,LanaZak,0,77,1.267e-05,33,0.001,3,7.104e-06,9,1.280e-04,138724,0.185,0.429,0.003,6,0.002,4062,1.087e-05,24478968,1.474e-05,33180012,0,0,7.030e-06,54,0.001,3,1.208e-04,0.002,4,0.002,4,0.003,8,1,1,1,1,
384335594,alex_mallin,0,116,1.613e-05,42,0.003,6,2.368e-05,30,0.004,3972008,0.156,0.362,0.015,34,0.002,4360,3.229e-05,72687680,6.853e-05,154294192,0.004,4,2.526e-05,194,0.007,16,5.363e-04,0.003,7,0.011,26,0.006,13,1,1,1,1,
162563093,MLevineReports,0,232,2.841e-05,74,0.004,10,2.921e-05,37,0.005,5002373,0.138,0.319,0.022,50,0.003,6202,3.944e-05,88792992,6.073e-05,136732928,0,0,3.905e-05,300,0.009,22,9.613e-04,0.005,11,0.017,40,0.010,24,57,1,1,1,
26256260,JackDate,0,21,1.920e-06,5,0,0,0,0,4.726e-06,5123,0.103,0.238,4.318e-04,1,3.070e-04,668,1.871e-06,4211834,2.032e-06,4574880,0,0,1.302e-06,10,4.318e-04,1,7.942e-05,0,0,0,0,0.001,3,58,1,40,1,
48038024,karentravers,0,659,5.760e-05,150,0.006,13,7.973e-05,101,0.008,8928730,0.098,0.228,0.027,62,0.008,17139,8.934e-05,201132256,7.688e-05,173080272,0.015,14,6.496e-05,499,0.011,25,0.001,0.010,23,0.022,52,0.010,24,1,1,1,1,
21215620,marykbruce,0,219,1.229e-05,32,0.003,6,2.368e-05,30,0.007,8059387,0.063,0.146,0.028,64,0.006,12781,3.747e-05,84352288,7.872e-05,177224448,0.004,4,4.595e-05,353,0.010,23,0.001,0.003,8,0.017,40,0.002,5,1,1,1,1,
177028305,KFaulders,0,307,5.299e-05,138,0.005,11,4.894e-05,62,0.004,4669606,0.194,0.450,0.019,45,0.011,24567,1.183e-04,266349920,6.411e-05,144336896,0.003,3,4.895e-05,376,0.010,23,5.362e-04,0.006,14,0.015,34,0.016,38,1,1,1,1,
570295074,JustinFishelABC,0,45,7.296e-06,19,0.002,4,6.315e-06,8,9.482e-04,1027873,0.182,0.422,0.006,15,0.003,5830,1.959e-05,44108632,4.152e-05,93479080,0.003,3,8.592e-06,66,0.004,10,2.609e-04,0.002,5,0.003,7,0.003,8,59,1,1,1,
183667282,cspanJeremy,0,214,1.267e-05,33,0.003,8,1.500e-05,19,7.947e-04,861511,0.067,0.154,0.011,26,0.001,3251,1.003e-05,22586406,2.895e-05,65170664,0.001,1,1.757e-05,135,0.006,13,3.832e-04,0.005,11,0.009,20,0.004,9,1,1,1,1,
24844300,MKhan47,0,507,3.763e-05,98,0.003,6,3.394e-05,43,0.003,3292031,0.083,0.193,0.018,42,0.002,5054,3.324e-05,74841936,6.343e-05,142797472,0.004,4,4.075e-05,313,0.008,19,9.488e-04,0.004,10,0.016,38,0.013,31,1,1,1,1,
47632905,Jordanfabian,0,759,1.052e-04,274,0.007,16,1.571e-04,199,0.020,21302200,0.156,0.361,0.054,126,0.007,15301,1.404e-04,315989504,1.023e-04,230417168,0.053,49,1.459e-04,1121,0.012,28,0.002,0.020,47,0.047,108,0.029,68,1,1,1,1,
87498687,sppeoples,0,352,3.225e-05,84,0.006,15,3.710e-05,47,0.011,11478137,0.103,0.239,0.041,94,0.007,14524,4.400e-05,99058720,8.386e-05,188792016,0.015,14,5.337e-05,410,0.012,28,0.001,0.009,20,0.037,85,0.017,39,1,1,1,1,
24594836,BenjaminBell,0,115,8.832e-06,23,4.318e-04,1,1.579e-06,2,2.643e-04,286560,0.086,0.200,0.002,5,0.002,4414,2.247e-05,50600216,3.015e-05,67880600,0,0,6.119e-06,47,0.002,4,1.094e-04,4.318e-04,1,0.002,4,0.003,7,1,1,1,1,
223870860,PierreTABC,0,24,2.688e-06,7,4.318e-04,1,0,1,1.250e-04,135546,0.126,0.292,0.006,15,0.006,13811,0,2117210,6.122e-06,13782963,0,0,3.645e-06,28,0.004,9,1.933e-04,4.318e-04,1,0.001,3,4.318e-04,1,60,1,1,1,
97135722,lanesam,0,48,6.912e-06,18,0,0,0,0,2.579e-06,2796,0.162,0.375,4.318e-04,1,2.941e-04,640,2.647e-06,5960010.500,0,4574.300,0,0,4.296e-06,33,4.318e-04,1,9.161e-05,0,0,0,0,0.005,11,1,1,41,1,
18495954,sarajust,0,280,4.032e-05,105,0.003,6,1.737e-05,22,0.003,2981962,0.162,0.375,0.026,61,0.003,6572,4.278e-05,96307816,5.259e-05,118409248,0,0,4.088e-05,314,0.010,24,6.619e-04,0.005,11,0.025,59,0.015,35,1,1,1,1,
146960180,monack,0,47,1.920e-06,5,4.318e-04,1,2.368e-06,3,4.198e-06,4551,0.046,0.106,4.318e-04,1,8.547e-05,186,0,809461,1.872e-06,4215050.500,0,0,0,9,4.318e-04,1,8.657e-05,4.318e-04,1,4.318e-04,1,4.318e-04,1,1,1,1,1,
15365623,benjamin_oc,0,1096,4.877e-05,127,0.003,6,4.973e-05,63,4.977e-04,539546,0.050,0.116,0.010,23,6.686e-04,1455,1.420e-05,31964264,3.052e-05,68714264,0.004,4,3.580e-05,275,0.004,10,4.299e-04,0.006,15,0.007,17,0.009,21,1,1,1,1,
65962672,JonelleHenry,0,253,1.190e-05,31,0.002,4,6.315e-06,8,2.708e-05,29353,0.053,0.123,0.003,7,5.266e-04,1146,5.333e-06,12007592,3.877e-06,8729443,0.001,1,8.592e-06,66,0.002,5,1.526e-04,0.003,6,0.001,3,0.005,12,1,1,1,1,
31127446,markknoller,1,2089,2.534e-05,66,0.004,10,4.815e-05,61,0.377,408659040,0.014,0.032,0.123,284,0.138,301342,1.826e-04,411207968,2.724e-04,613381760,0.006,6,3.130e-04,2404,0.012,28,0.006,0.008,18,0.117,272,0.003,6,1,1,1,1,
180633358,swdoody,0,288,2.918e-05,76,0.003,6,1.184e-05,15,1.097e-04,118966,0.114,0.264,0.006,13,1.824e-04,397,4.862e-06,10945494,1.082e-05,24361488,0,0,2.291e-05,176,0.003,8,2.756e-04,0.003,6,0.005,11,0.017,39,1,1,1,1,
63717541,phillyrich1,0,2261,5.222e-05,136,0.001,3,1.500e-05,19,8.111e-04,879304,0.026,0.060,0.002,4,0.002,3827,3.030e-05,68215784,4.233e-05,95306560,0,0,2.200e-05,169,0.001,3,1.457e-04,0.001,3,8.636e-04,2,0.004,9,1,1,1,1,
112047805,brithume,0,416,2.189e-05,57,0.003,7,1.579e-05,20,0.043,46184124,0.059,0.137,0.030,69,0.344,748192,2.506e-04,564125568,9.537e-05,214712864,0.003,3,6.014e-05,462,0.011,25,8.676e-04,0.004,10,0.020,47,0.004,10,1,1,1,1,
48459553,KatiePavlich,0,576,2.073e-05,54,0.002,4,1.105e-05,14,0.014,14757547,0.040,0.094,0.009,20,0.188,408161,2.411e-04,542823616,4.901e-05,110345600,0,0,4.114e-05,316,0.005,11,3.107e-04,0.003,7,0.006,14,0.006,13,1,1,1,1,
47739450,ByronYork,0,695,1.459e-05,38,0.004,9,1.894e-05,24,0.031,33817500,0.024,0.055,0.031,71,0.097,210065,1.487e-04,334736256,9.472e-05,213253296,0.005,5,4.517e-05,347,0.011,26,8.339e-04,0.004,10,0.026,60,0.003,8,61,1,1,1,
20378448,philipaklein,0,990,8.179e-05,213,0.007,17,1.381e-04,175,0.029,31476064,0.093,0.215,0.040,93,0.017,36872,9.442e-05,212574096,1.042e-04,234619712,0.061,57,9.881e-05,759,0.012,28,0.002,0.016,36,0.029,68,0.009,22,1,1,1,1,
46176168,MajorCBS,0,540,4.800e-05,125,0.004,10,4.105e-05,52,0.045,49141340,0.100,0.231,0.057,131,0.082,178633,1.782e-04,401119808,1.100e-04,247608784,0.015,14,7.707e-05,592,0.012,28,0.003,0.008,18,0.043,100,0.011,25,1,1,1,1,
18993104,devindwyer,0,22,4.992e-06,13,0.001,3,4.736e-06,6,0.001,1252030,0.255,0.591,0.006,15,0.003,7425,1.058e-05,23822524,4.848e-05,109156304,0.001,1,7.290e-06,56,0.004,10,2.570e-04,0.001,3,0.006,15,8.636e-04,2,62,1,1,1,
522282462,JeffreyToobin,0,87,0,1,0,0,0,0,0.011,11607491,0.005,0.011,0.026,60,0.060,130346,1.268e-05,28544052,8.911e-05,200613648,0,0,2.044e-05,157,0.010,23,5.293e-04,0,0,0.013,30,0,0,1,1,42,1,
203226736,SharylAttkisson,0,2154,3.417e-05,89,0.001,3,3.473e-05,44,0.027,29296880,0.018,0.041,0.008,19,0.061,132805,2.852e-04,642201344,9.714e-05,218702624,0,0,2.591e-05,199,0.003,6,3.829e-04,0.002,5,0.005,11,0.003,7,1,1,1,1,
18943233,TOMFOTY,0,30,0,0,0,0,0,0,0,1099,0,0,0,0,5.050e-04,1099,0,0,0,0,0,0,0,0,0,0,7.896e-05,0,0,0,0,0,0,1,7,43,12,
14477880,stevechaggaris,0,18,4.608e-06,12,8.636e-04,2,5.526e-06,7,0.003,3112205,0.288,0.667,0.006,15,0.002,4894,5.422e-06,12206593,7.686e-05,173051808,0,0,6.639e-06,51,0.004,10,4.793e-04,8.636e-04,2,8.636e-04,2,0,0,63,1,1,1,
151444950,DaviSusan,0,539,7.334e-05,191,0.008,18,9.157e-05,116,0.018,19447720,0.153,0.354,0.065,151,0.013,27271,8.212e-05,184881600,8.326e-05,187458880,0.089,83,1.122e-04,862,0.012,28,0.002,0.019,45,0.057,131,0.025,57,1,1,1,1,
212674482,PaulaReidCBS,0,276,2.496e-05,65,0.004,10,2.526e-05,32,0.004,4014970,0.102,0.236,0.030,69,0.007,15089,4.974e-05,111973472,6.057e-05,136364528,0.002,2,3.281e-05,252,0.010,24,8.831e-04,0.005,12,0.026,60,0.006,15,1,1,1,1,
242418441,singernews,0,567,5.568e-05,145,0.006,14,5.289e-05,67,0.004,3948311,0.110,0.256,0.027,63,0.006,13795,4.008e-05,90228952,4.508e-05,101488416,0.022,20,5.689e-05,437,0.011,25,6.629e-04,0.013,29,0.019,45,0.014,32,1,1,1,1,
112814095,AndyTriay,0,12,3.840e-06,10,8.636e-04,2,3.947e-06,5,3.871e-04,419663,0.360,0.833,0.005,11,3.483e-04,758,0,1023849,2.898e-05,65235520,0,0,4.166e-06,32,0.003,7,3.556e-04,0.001,3,0.001,3,0.002,5,64,1,1,1,
22189918,ArdenFarhi,0,38,5.760e-06,15,0.001,3,3.157e-06,4,6.923e-04,750484,0.170,0.395,0.009,22,0.001,3123,1.105e-05,24885778,3.015e-05,67878024,0,0,8.202e-06,63,0.004,9,3.338e-04,0.001,3,0.008,18,0.002,5,65,1,1,1,
375662595,EricLiptonNYT,1,1317,1.474e-04,384,0.006,15,6.552e-05,83,0.038,41554624,0.126,0.292,0.067,155,0.046,100793,2.550e-04,574105920,1.038e-04,233677984,0.024,22,1.450e-04,1114,0.012,28,0.002,0.012,27,0.057,132,0.025,59,1,1,1,1,
245484736,alanacbs,0,8,0,0,0,0,0,0,0,1112,0,0,4.318e-04,1,6.433e-05,140,0,0,0,1212641.375,0,0,0,1,4.318e-04,1,8.123e-05,0,0,0,0,0,0,66,1,44,13,
4784615048,CGalowin,0,3,0,0,0,0,0,0,0,51,0,0,0,0,2.343e-05,51,0,0,0,0,0,0,0,0,0,0,7.896e-05,0,0,0,0,0,0,67,8,45,14,
14870670,KateNocera,0,1284,2.135e-04,556,0.007,17,2.273e-04,288,0.015,15871143,0.187,0.433,0.046,107,0.013,27691,1.542e-04,347133760,8.650e-05,194753120,0.060,56,1.813e-04,1393,0.012,28,0.002,0.016,38,0.035,80,0.036,84,1,1,1,1,
21612122,HotlineJosh,0,6704,6.082e-04,1584,0.008,18,3.631e-04,460,0.042,45098032,0.102,0.236,0.067,156,0.023,50397,3.587e-04,807491840,1.110e-04,249870128,0.374,348,4.469e-04,3433,0.012,28,0.002,0.047,108,0.049,113,0.117,271,1,1,1,1,
21251668,DavidChalian,0,158,1.728e-05,45,0.004,10,1.579e-05,20,0.009,9445855,0.123,0.285,0.024,55,0.017,36269,9.334e-05,210143040,7.627e-05,171715168,0.006,6,2.695e-05,207,0.011,26,8.424e-04,0.005,12,0.016,37,0.006,14,1,1,1,1,
21810329,sdonnan,1,4538,1.751e-04,456,0.003,6,7.973e-05,101,0.006,6373667,0.043,0.100,0.012,28,0.006,12304,1.349e-04,303692672,7.141e-05,160774448,0,0,1.251e-04,961,0.004,10,6.109e-04,0.006,13,0.012,27,0.037,86,1,1,1,1,
21702539,nancycordes,0,14,1.920e-06,5,8.636e-04,2,1.579e-06,2,0.002,1812370,0.154,0.357,0.009,21,0.008,16624,1.852e-06,4168476.500,5.058e-05,113879256,0,0,4.166e-06,32,0.006,14,3.206e-04,8.636e-04,2,4.318e-04,1,0,0,68,1,1,1,
68611923,VaughnHillyard,0,612,7.910e-05,206,0.006,15,5.920e-05,75,0.006,6725688,0.145,0.337,0.035,80,0.007,14207,1.019e-04,229430384,5.885e-05,132504880,0.010,9,7.772e-05,597,0.012,28,0.001,0.012,27,0.023,53,0.025,59,1,1,1,1,
169679157,BESorenson,0,496,2.841e-05,74,0.002,5,1.026e-05,13,6.358e-05,68924,0.064,0.149,0.004,9,2.504e-04,545,3.589e-06,8080895,7.072e-06,15922211,0.002,2,1.536e-05,118,0.003,7,1.250e-04,0.003,7,0.002,4,0.008,19,1,1,1,1,
13262862,HowardMortman,0,1289,1.186e-04,309,0.007,16,1.563e-04,198,0.021,22635672,0.104,0.240,0.046,106,0.003,6212,2.970e-05,66875232,1.064e-04,239457072,0.034,32,1.151e-04,884,0.012,28,0.002,0.022,51,0.039,90,0.024,55,1,1,1,1,
15741263,MichaelRWarren,0,919,8.025e-05,209,0.007,17,1.113e-04,141,0.017,18884012,0.098,0.227,0.028,66,0.003,7306,6.716e-05,151206272,9.155e-05,206106976,0.052,48,8.631e-05,663,0.012,27,8.236e-04,0.012,27,0.023,54,0.028,64,1,1,1,1,
55369810,KateBennett_DC,0,878,3.033e-05,79,0.005,12,3.947e-05,50,0.018,18992736,0.039,0.090,0.045,105,0.009,20605,4.899e-05,110307248,9.848e-05,221709024,0.012,11,6.001e-05,461,0.012,28,0.001,0.010,23,0.038,88,0.006,13,1,1,1,1,
269579030,DoreyScheimer,0,588,5.376e-05,140,0.005,11,3.315e-05,42,0.002,2352741,0.103,0.238,0.018,42,0.001,2611,2.595e-05,58418464,4.265e-05,96030256,0.004,4,4.947e-05,380,0.008,18,6.920e-04,0.008,19,0.013,29,0.020,46,1,1,1,1,
46309291,AlliemalCNN,0,127,2.073e-05,54,0.004,10,2.526e-05,32,0.006,6297061,0.184,0.425,0.023,53,0.002,3665,2.015e-05,45373824,8.028e-05,180734080,0.003,3,2.500e-05,192,0.011,26,0.001,0.005,11,0.014,32,0.007,16,1,1,1,1,
437838346,VeraMBergen,0,727,5.491e-05,143,0.004,9,5.604e-05,71,0.005,5036797,0.085,0.197,0.028,66,0.002,5346,2.359e-05,53118244,7.105e-05,159956000,0.010,9,7.577e-05,582,0.009,21,7.479e-04,0.008,19,0.024,56,0.018,41,1,1,1,1,
27481883,natsfert,0,1148,9.139e-05,238,0.003,8,5.052e-05,64,0.001,1226897,0.090,0.207,0.011,26,6.415e-04,1396,2.091e-05,47075328,5.400e-05,121575632,0.005,5,5.871e-05,451,0.004,10,3.131e-04,0.008,18,0.008,18,0.026,61,1,1,1,1,
1025521,Shawna,0,302,3.149e-05,82,0.006,14,4.026e-05,51,0.005,5437496,0.117,0.272,0.018,42,0.010,21343,6.142e-05,138269888,5.176e-05,116541112,0.015,14,2.799e-05,215,0.009,21,6.021e-04,0.010,23,0.009,21,0.005,12,1,1,1,1,
552044121,cspanSusan,0,65,1.267e-05,33,0.002,5,3.947e-06,5,7.109e-04,770660,0.219,0.508,0.006,15,0.001,2556,6.031e-06,13578868,5.400e-05,121579000,0,0,1.289e-05,99,0.004,9,2.188e-04,0.002,5,0.005,12,0.006,15,1,1,1,1,
262799941,scotusreporter,0,125,9.599e-06,25,0.002,4,9.472e-06,12,0.005,5813628,0.086,0.200,0.024,55,0.013,27904,3.094e-05,69668952,6.622e-05,149082048,0,0,2.044e-05,157,0.009,21,9.334e-04,0.002,5,0.015,34,0.002,4,69,1,1,1,
52392666,ZoeTillman,0,903,5.875e-05,153,0.006,13,1.571e-04,199,0.027,29135570,0.073,0.169,0.031,72,0.007,15228,1.353e-04,304612672,9.904e-05,222989488,0.010,9,1.228e-04,943,0.011,25,0.002,0.007,17,0.027,62,0.010,23,1,1,1,1,
52724312,ErickStakelbeck,0,235,9.983e-06,26,0,0,0,0,2.998e-04,324973,0.048,0.111,4.318e-04,1,0.005,10483,0,0,0,0,0,0,3.905e-06,30,0,0,7.896e-05,0,0,4.318e-04,1,4.318e-04,1,1,9,46,15,
16660725,netouhey,0,1705,2.481e-04,646,0.003,7,3.394e-05,43,3.402e-04,368793,0.164,0.379,0.007,16,6.502e-04,1415,3.850e-05,86674208,2.627e-05,59139156,0.001,1,1.588e-04,1220,0.004,10,2.740e-04,0.004,10,0.004,10,0.053,122,1,1,1,1,
21252618,JakeSherman,0,1659,2.116e-04,551,0.008,18,3.339e-04,423,0.089,96603672,0.143,0.332,0.132,305,0.038,81688,2.765e-04,622469056,1.312e-04,295288480,0.357,332,3.255e-04,2500,0.012,28,0.007,0.035,80,0.104,242,0.027,62,1,1,1,1,
15780280,sam_baker,0,860,7.948e-05,207,0.007,16,1.200e-04,152,0.006,6411590,0.104,0.241,0.030,69,0.004,8113,7.596e-05,171013696,6.195e-05,139480576,0.031,29,8.228e-05,632,0.011,26,9.245e-04,0.016,37,0.019,43,0.023,54,1,1,1,1,
140286364,nielslesniewski,0,1410,1.436e-04,374,0.008,18,2.187e-04,277,0.022,23556548,0.115,0.265,0.090,209,0.011,24624,1.140e-04,256717488,8.849e-05,199217536,0.152,141,2.224e-04,1708,0.012,28,0.003,0.026,60,0.076,177,0.037,85,1,1,1,1,
167511780,lindsemcpherson,0,221,2.381e-05,62,0.003,8,4.105e-05,52,7.898e-04,856178,0.121,0.281,0.016,36,0.001,2401,1.319e-05,29692804,3.445e-05,77559224,0.006,6,3.814e-05,293,0.007,16,4.313e-04,0.006,13,0.010,23,0.004,9,1,1,1,1,
15483390,tamarakeithNPR,0,1144,2.073e-04,540,0.006,15,1.350e-04,171,0.015,16410568,0.204,0.472,0.044,103,0.039,85621,1.673e-04,376688896,6.928e-05,155974080,0.046,43,1.573e-04,1208,0.012,27,0.002,0.018,42,0.031,71,0.041,96,1,1,1,1,
26559241,fordm,1,1268,8.371e-05,218,0.007,16,1.034e-04,131,0.015,16648739,0.074,0.172,0.038,87,0.013,27554,1.066e-04,239943392,8.659e-05,194948048,0.035,33,9.933e-05,763,0.011,26,0.001,0.013,30,0.030,69,0.025,59,1,1,1,1,
116341480,RosieGray,0,985,9.868e-05,257,0.007,17,1.602e-04,203,0.034,37352236,0.113,0.261,0.060,140,0.045,96871,1.700e-04,382768576,9.648e-05,217224656,0.105,98,1.426e-04,1095,0.012,28,0.002,0.018,42,0.045,105,0.024,55,1,1,1,1,
168674628,SangerNYT,1,174,2.573e-05,67,0.004,9,2.921e-05,37,0.015,16342031,0.166,0.385,0.024,56,0.023,50776,1.275e-04,286947968,8.941e-05,201295888,0.006,6,2.981e-05,229,0.012,27,0.001,0.005,12,0.013,30,0.006,14,1,1,1,1,
90077282,politicoalex,0,226,8.832e-06,23,0.005,11,1.658e-05,21,0.014,14866190,0.044,0.102,0.045,104,0.013,28116,3.860e-05,86894536,7.930e-05,178529904,0.011,10,5.884e-05,452,0.012,28,0.002,0.005,11,0.036,83,0.001,3,1,1,1,1,
46713710,bscanlanCSPAN,0,240,1.574e-05,41,0.002,5,1.105e-05,14,1.965e-04,212982,0.074,0.171,0.005,12,3.979e-04,866,3.448e-06,7762202,1.901e-05,42793996,0.001,1,1.198e-05,92,0.003,8,1.793e-04,0.003,8,0.003,8,0.007,17,1,1,1,1,
22856985,steve_dorsey,0,159,1.421e-05,37,8.636e-04,2,7.894e-06,10,3.125e-04,338719,0.100,0.233,0.002,5,7.030e-04,1530,8.452e-06,19028878,2.590e-05,58313704,0,0,9.373e-06,72,0.001,3,2.257e-04,0.001,3,0.001,3,0.008,19,1,1,1,1,
18722097,AdamTuss,0,465,4.454e-05,116,0.002,4,2.763e-05,35,0.003,3045937,0.108,0.249,0.013,29,0.006,13441,1.339e-05,30153396,5.395e-05,121457672,0,0,3.372e-05,259,0.003,8,7.624e-04,0.004,10,0.007,17,0.007,16,1,1,1,1,
321797990,JennVasquez_DC,0,227,9.599e-06,25,0.001,3,2.368e-06,3,1.354e-04,146753,0.048,0.110,0.004,9,6.534e-04,1422,5.807e-06,13073856,2.127e-05,47877984,0,0,7.551e-06,58,0.002,5,1.891e-04,0.001,3,0.003,6,0.006,14,1,1,1,1,
18611256,JaredHalpern,0,34,6.912e-06,18,4.318e-04,1,0,1,7.288e-06,7900,0.229,0.529,8.636e-04,2,0.001,3185,9.856e-06,22190878,0,1731344.875,0,0,4.556e-06,35,4.318e-04,1,8.251e-05,4.318e-04,1,0,0,0.003,6,70,1,1,1,
36246939,malbertnews,1,1151,1.920e-06,5,4.318e-04,1,1.579e-06,2,8.373e-04,907702,0.002,0.004,0.001,3,0.002,3576,7.423e-06,16712267,5.246e-05,118114856,0,0,1.432e-06,11,8.636e-04,2,2.015e-04,4.318e-04,1,8.636e-04,2,4.318e-04,1,1,1,1,1,
96569103,pamcoultercbs,0,102,2.688e-06,7,0,0,0,0,3.880e-06,4206,0.030,0.069,8.636e-04,2,4.306e-04,937,2.232e-06,5026004.500,0,1944688.750,0,0,1.823e-06,14,4.318e-04,1,7.910e-05,0,0,0,0,0.002,4,1,1,47,1,
