Token,Uid,Link
ChrisOpfer,374042586,https://twitter.com/ChrisOpfer
TiffanyStecker,17679229,https://twitter.com/TiffanyStecker
mikezapler,28401561,https://twitter.com/mikezapler
dmccabe,11125672,https://twitter.com/dmccabe
Ben_Geman,109257354,https://twitter.com/Ben_Geman
EricaMartinson,179546580,https://twitter.com/EricaMartinson
phendrie,49699576,https://twitter.com/phendrie
alexis_s_kramer,2999641283,https://twitter.com/alexis_s_kramer
robertiafolla,131856262,https://twitter.com/robertiafolla
hagstromreport,164045545,https://twitter.com/hagstromreport
JoanneKenen,370489880,https://twitter.com/JoanneKenen
martinmatishak,23848444,https://twitter.com/martinmatishak
tobyeckert,57217464,https://twitter.com/tobyeckert
KendallBreitman,2259259550,https://twitter.com/KendallBreitman
IsaacDovere,115564212,https://twitter.com/IsaacDovere
dlippman,20813112,https://twitter.com/dlippman
timgrieve,46582653,https://twitter.com/timgrieve
rachaelmbade,167024520,https://twitter.com/rachaelmbade
Briannaehley,20336988,https://twitter.com/Briannaehley
JsonHuffman,1631159347,https://twitter.com/JsonHuffman
gdebenedetti,230450027,https://twitter.com/gdebenedetti
alexcguillen,77920769,https://twitter.com/alexcguillen
MarciaCoyle,612679579,https://twitter.com/MarciaCoyle
BKingDC,234493276,https://twitter.com/BKingDC
cam_joseph,142490217,https://twitter.com/cam_joseph
nickjuliano,15129727,https://twitter.com/nickjuliano
MikeGrunwald,52521572,https://twitter.com/MikeGrunwald
kyledcheney,23578274,https://twitter.com/kyledcheney
AndreaDrusch,284639726,https://twitter.com/AndreaDrusch
Brian_Faler,2431125427,https://twitter.com/Brian_Faler
philewing,16285830,https://twitter.com/philewing
cameron_easley,259300516,https://twitter.com/cameron_easley
Oriana0214,36607254,https://twitter.com/Oriana0214
HopeSeck,26632935,https://twitter.com/HopeSeck
SarahKarlin,42703163,https://twitter.com/SarahKarlin
dariusss,31447311,https://twitter.com/dariusss
stmuchmore,20726699,https://twitter.com/stmuchmore
AaronELorenzo,2176318914,https://twitter.com/AaronELorenzo
bartholetj,408119828,https://twitter.com/bartholetj
vtg2,105939814,https://twitter.com/vtg2
heatherscope,78694788,https://twitter.com/heatherscope
caitlinzemma,119784462,https://twitter.com/caitlinzemma
sarahnferris,191469176,https://twitter.com/sarahnferris
CahnEmily,18825339,https://twitter.com/CahnEmily
politicoalex,90077282,https://twitter.com/politicoalex
DCgov,18024105,https://twitter.com/DCgov
scottdetrow,15201979,https://twitter.com/scottdetrow
jenhab,16018516,https://twitter.com/jenhab
MEPFuller,398088661,https://twitter.com/MEPFuller
ABehsudi,20852178,https://twitter.com/ABehsudi
ericengleman,16314506,https://twitter.com/ericengleman
DanielBush,130545305,https://twitter.com/DanielBush
